dataset	tissue	cluster	hgnc	species_id	module	log2fc
tabib2021	skin	fibroblast_other	TLCD2			-0.731
tabib2021	skin	fibroblast_other	SERPINF2			1.992
tabib2021	skin	fibroblast_other	SERPINF1			0.629
tabib2021	skin	fibroblast_other	SPNS3			2.408
tabib2021	skin	fibroblast_other	CXCL16			0.837
tabib2021	skin	fibroblast_other	PFN1			0.830
tabib2021	skin	fibroblast_other	TXNDC17			0.413
tabib2021	skin	fibroblast_other	KCTD11			0.704
tabib2021	skin	fibroblast_other	TNFSF12			-0.651
tabib2021	skin	fibroblast_other	NCOR1			-0.542
tabib2021	skin	fibroblast_other	SHMT1			-0.893
tabib2021	skin	fibroblast_other	ALDH3A2			-0.851
tabib2021	skin	fibroblast_other	SLC47A2			-2.800
tabib2021	skin	fibroblast_other	ALDH3A1			-1.504
tabib2021	skin	fibroblast_other	MAP2K3			0.407
tabib2021	skin	fibroblast_other	ALDOC			-0.526
tabib2021	skin	fibroblast_other	TLCD1			0.903
tabib2021	skin	fibroblast_other	SSH2			-0.657
tabib2021	skin	fibroblast_other	ZNF830			-0.603
tabib2021	skin	fibroblast_other	LINC02001			-0.532
tabib2021	skin	fibroblast_other	DUSP14			0.707
tabib2021	skin	fibroblast_other	TOP2A			3.131
tabib2021	skin	fibroblast_other	IGFBP4			0.996
tabib2021	skin	fibroblast_other	P3H4			0.899
tabib2021	skin	fibroblast_other	FKBP10			0.646
tabib2021	skin	fibroblast_other	CNP			0.498
tabib2021	skin	fibroblast_other	RAB5C			0.445
tabib2021	skin	fibroblast_other	TUBG1			0.968
tabib2021	skin	fibroblast_other	AC100793.2			-0.818
tabib2021	skin	fibroblast_other	PSME3			0.588
tabib2021	skin	fibroblast_other	LSM12			0.712
tabib2021	skin	fibroblast_other	G6PC3			0.849
tabib2021	skin	fibroblast_other	SLC25A39			0.550
tabib2021	skin	fibroblast_other	GRN			0.550
tabib2021	skin	fibroblast_other	ACBD4			-0.844
tabib2021	skin	fibroblast_other	PNPO			0.781
tabib2021	skin	fibroblast_other	HOXB5			-2.126
tabib2021	skin	fibroblast_other	TTLL6			31.575
tabib2021	skin	fibroblast_other	DLX3			-3.103
tabib2021	skin	fibroblast_other	COL1A1	COL1A1__ext	ssc_tier1	1.253
tabib2021	skin	fibroblast_other	LRRC59			0.639
tabib2021	skin	fibroblast_other	NME1			0.715
tabib2021	skin	fibroblast_other	MMD			1.100
tabib2021	skin	fibroblast_other	TSPOAP1			-1.354
tabib2021	skin	fibroblast_other	VMP1			0.605
tabib2021	skin	fibroblast_other	TUBD1			-0.676
tabib2021	skin	fibroblast_other	CYB561			0.749
tabib2021	skin	fibroblast_other	LIMD2			1.430
tabib2021	skin	fibroblast_other	RGS9			-0.857
tabib2021	skin	fibroblast_other	WIPI1			0.652
tabib2021	skin	fibroblast_other	CDR2L			0.921
tabib2021	skin	fibroblast_other	SPHK1			1.913
tabib2021	skin	fibroblast_other	AC005837.1			-1.401
tabib2021	skin	fibroblast_other	TK1			2.711
tabib2021	skin	fibroblast_other	BIRC5			2.539
tabib2021	skin	fibroblast_other	LGALS3BP			0.558
tabib2021	skin	fibroblast_other	CANT1			0.441
tabib2021	skin	fibroblast_other	FAAP100			0.721
tabib2021	skin	fibroblast_other	NPLOC4			0.657
tabib2021	skin	fibroblast_other	AC139530.1			-1.162
tabib2021	skin	fibroblast_other	SLC25A10			1.621
tabib2021	skin	fibroblast_other	P4HB			0.520
tabib2021	skin	fibroblast_other	PCYT2			0.548
tabib2021	skin	fibroblast_other	MAFG-DT			1.159
tabib2021	skin	fibroblast_other	PYCR1			1.337
tabib2021	skin	fibroblast_other	SLC16A3			2.038
tabib2021	skin	fibroblast_other	SECTM1			1.446
tabib2021	skin	fibroblast_other	TYMS			1.734
tabib2021	skin	fibroblast_other	MYL12A			0.402
tabib2021	skin	fibroblast_other	PTPRM			0.605
tabib2021	skin	fibroblast_other	ANKRD12			-0.511
tabib2021	skin	fibroblast_other	RAB31			0.619
tabib2021	skin	fibroblast_other	SNRPD1			0.269
tabib2021	skin	fibroblast_other	GALNT1			0.895
tabib2021	skin	fibroblast_other	SLC39A6			0.472
tabib2021	skin	fibroblast_other	PSTPIP2			-0.748
tabib2021	skin	fibroblast_other	LINC01929			2.901
tabib2021	skin	fibroblast_other	ALPK2			1.804
tabib2021	skin	fibroblast_other	HSBP1L1			0.766
tabib2021	skin	fibroblast_other	TXNL4A			0.736
tabib2021	skin	fibroblast_other	ADNP2			-0.765
tabib2021	skin	fibroblast_other	CPXM1			1.709
tabib2021	skin	fibroblast_other	VPS16			0.607
tabib2021	skin	fibroblast_other	AP5S1			0.586
tabib2021	skin	fibroblast_other	RASSF2			-0.963
tabib2021	skin	fibroblast_other	TRMT6			-0.514
tabib2021	skin	fibroblast_other	TMX4			-0.385
tabib2021	skin	fibroblast_other	ZNF133			-0.665
tabib2021	skin	fibroblast_other	AL035563.1			-1.163
tabib2021	skin	fibroblast_other	SYNDIG1			0.922
tabib2021	skin	fibroblast_other	HM13			0.557
tabib2021	skin	fibroblast_other	ASIP			-1.519
tabib2021	skin	fibroblast_other	GGT7			-0.627
tabib2021	skin	fibroblast_other	GSS			0.447
tabib2021	skin	fibroblast_other	ERGIC3			0.331
tabib2021	skin	fibroblast_other	OSER1			-0.610
tabib2021	skin	fibroblast_other	CTSA			0.824
tabib2021	skin	fibroblast_other	SULF2			0.761
tabib2021	skin	fibroblast_other	DDX27			-0.382
tabib2021	skin	fibroblast_other	TMEM189			0.469
tabib2021	skin	fibroblast_other	SMIM25			2.614
tabib2021	skin	fibroblast_other	CTSZ			0.837
tabib2021	skin	fibroblast_other	ATP5F1E			0.702
tabib2021	skin	fibroblast_other	PRELID3B			0.635
tabib2021	skin	fibroblast_other	FAM217B			-0.801
tabib2021	skin	fibroblast_other	YTHDF1			0.537
tabib2021	skin	fibroblast_other	RGS19			1.202
tabib2021	skin	fibroblast_other	MIER2			0.685
tabib2021	skin	fibroblast_other	FSTL3			0.615
tabib2021	skin	fibroblast_other	ELANE			-2.365
tabib2021	skin	fibroblast_other	CFD			-1.014
tabib2021	skin	fibroblast_other	CNN2			0.983
tabib2021	skin	fibroblast_other	SBNO2			1.502
tabib2021	skin	fibroblast_other	CIRBP			-0.495
tabib2021	skin	fibroblast_other	ADAT3			1.948
tabib2021	skin	fibroblast_other	LSM7			0.455
tabib2021	skin	fibroblast_other	SLC39A3			0.479
tabib2021	skin	fibroblast_other	AES			-0.363
tabib2021	skin	fibroblast_other	NCLN			0.668
tabib2021	skin	fibroblast_other	AC011498.1			-1.516
tabib2021	skin	fibroblast_other	UHRF1			2.454
tabib2021	skin	fibroblast_other	C19orf70			0.274
tabib2021	skin	fibroblast_other	CAPS			-1.906
tabib2021	skin	fibroblast_other	C3			1.011
tabib2021	skin	fibroblast_other	ILF3-DT			-0.526
tabib2021	skin	fibroblast_other	PLPPR2			0.447
tabib2021	skin	fibroblast_other	PRKCSH			0.369
tabib2021	skin	fibroblast_other	ZNF823			-1.250
tabib2021	skin	fibroblast_other	ASF1B			2.445
tabib2021	skin	fibroblast_other	DDX39A			0.556
tabib2021	skin	fibroblast_other	SYDE1			0.579
tabib2021	skin	fibroblast_other	ILVBL			-0.394
tabib2021	skin	fibroblast_other	DDA1			0.581
tabib2021	skin	fibroblast_other	CCDC124			0.531
tabib2021	skin	fibroblast_other	COMP	COMP__ecm	ssc_tier1	1.496
tabib2021	skin	fibroblast_other	BORCS8			0.612
tabib2021	skin	fibroblast_other	CILP2			2.555
tabib2021	skin	fibroblast_other	CLIP3			0.504
tabib2021	skin	fibroblast_other	ZNF540			-0.964
tabib2021	skin	fibroblast_other	YIF1B			0.630
tabib2021	skin	fibroblast_other	SUPT5H			-0.333
tabib2021	skin	fibroblast_other	EID2B			-0.993
tabib2021	skin	fibroblast_other	BLVRB			-0.489
tabib2021	skin	fibroblast_other	LTBP4	LTBP4__ext	M2	-1.458
tabib2021	skin	fibroblast_other	SMG9			0.694
tabib2021	skin	fibroblast_other	AC011484.1			1.294
tabib2021	skin	fibroblast_other	CALM3			0.349
tabib2021	skin	fibroblast_other	INAFM1			0.807
tabib2021	skin	fibroblast_other	EHD2			0.652
tabib2021	skin	fibroblast_other	NOP53			-0.602
tabib2021	skin	fibroblast_other	NUCB1			0.602
tabib2021	skin	fibroblast_other	TRPM4			0.872
tabib2021	skin	fibroblast_other	RCN3			0.739
tabib2021	skin	fibroblast_other	IL4I1			1.834
tabib2021	skin	fibroblast_other	NR1H2			-0.461
tabib2021	skin	fibroblast_other	SPACA6			-1.014
tabib2021	skin	fibroblast_other	ZNF836			-0.989
tabib2021	skin	fibroblast_other	CNOT3			0.626
tabib2021	skin	fibroblast_other	CDC42EP5			1.376
tabib2021	skin	fibroblast_other	ISOC2			0.715
tabib2021	skin	fibroblast_other	SSC5D			-0.693
tabib2021	skin	fibroblast_other	ZNF784			1.218
tabib2021	skin	fibroblast_other	ZNF787			1.063
tabib2021	skin	fibroblast_other	ZNF586			2.889
tabib2021	skin	fibroblast_other	ZNF274			-0.773
tabib2021	skin	fibroblast_other	ZNF544			1.943
tabib2021	skin	fibroblast_other	A1BG			1.205
tabib2021	skin	fibroblast_other	HDHD5-AS1			0.979
tabib2021	skin	fibroblast_other	SCARF2			1.223
tabib2021	skin	fibroblast_other	KLHL22			0.695
tabib2021	skin	fibroblast_other	AC002470.1			-2.543
tabib2021	skin	fibroblast_other	MMP11			2.940
tabib2021	skin	fibroblast_other	CABIN1			-0.415
tabib2021	skin	fibroblast_other	GGT1			-2.081
tabib2021	skin	fibroblast_other	GAS2L1			0.536
tabib2021	skin	fibroblast_other	PATZ1			-0.606
tabib2021	skin	fibroblast_other	TIMP3			-0.795
tabib2021	skin	fibroblast_other	TOM1			0.477
tabib2021	skin	fibroblast_other	APOL1			1.473
tabib2021	skin	fibroblast_other	EIF3D			-0.427
tabib2021	skin	fibroblast_other	C1QTNF6			2.165
tabib2021	skin	fibroblast_other	CDC42EP1			0.685
tabib2021	skin	fibroblast_other	MICALL1			1.160
tabib2021	skin	fibroblast_other	POLR2F			0.257
tabib2021	skin	fibroblast_other	KDELR3			0.664
tabib2021	skin	fibroblast_other	APOBEC3G			-0.533
tabib2021	skin	fibroblast_other	SYNGR1			0.445
tabib2021	skin	fibroblast_other	POLR3H			0.529
tabib2021	skin	fibroblast_other	CENPM			3.601
tabib2021	skin	fibroblast_other	PHETA2			0.623
tabib2021	skin	fibroblast_other	SMDT1			-0.567
tabib2021	skin	fibroblast_other	NDUFA6			0.480
tabib2021	skin	fibroblast_other	LINC01315			-0.884
tabib2021	skin	fibroblast_other	NUP50-DT			1.133
tabib2021	skin	fibroblast_other	FBLN1			-0.665
tabib2021	skin	fibroblast_other	AL121672.3			-1.340
tabib2021	skin	fibroblast_other	PPARA			-0.630
tabib2021	skin	fibroblast_other	AL118516.1			-0.773
tabib2021	skin	fibroblast_other	CHKB-DT			1.865
tabib2021	skin	fibroblast_other	ARSA			1.299
tabib2021	skin	fibroblast_other	EVA1C			-0.930
tabib2021	skin	fibroblast_other	IFNAR2	IFNAR2_iso2__cyto	M1	0.628
tabib2021	skin	fibroblast_other	CLIC6			1.413
tabib2021	skin	fibroblast_other	RUNX1			1.462
tabib2021	skin	fibroblast_other	CBR1			-0.614
tabib2021	skin	fibroblast_other	AP000692.2			-0.764
tabib2021	skin	fibroblast_other	KCNJ15			2.815
tabib2021	skin	fibroblast_other	HMGN1			0.276
tabib2021	skin	fibroblast_other	BACE2			0.763
tabib2021	skin	fibroblast_other	FAM3B			-1.562
tabib2021	skin	fibroblast_other	UBE2G2			0.358
tabib2021	skin	fibroblast_other	ITGB2			1.945
tabib2021	skin	fibroblast_other	PCBP3			1.175
tabib2021	skin	fibroblast_other	AJ011932.1			-0.997
tabib2021	skin	fibroblast_other	MT-CYB			-0.534
tabib2021	skin	fibroblast_other	MAFIP			4.036
tabib2021	skin	keratinocyte	AL031848.2			-0.981
tabib2021	skin	keratinocyte	PER3			-0.615
tabib2021	skin	keratinocyte	ARHGEF19			0.724
tabib2021	skin	keratinocyte	UBR4			0.916
tabib2021	skin	keratinocyte	NBL1			0.548
tabib2021	skin	keratinocyte	ZNF436-AS1			-0.855
tabib2021	skin	keratinocyte	IFI6	IFI6__cyto	M1	1.499
tabib2021	skin	keratinocyte	FNDC5			-2.269
tabib2021	skin	keratinocyte	PPIH			0.381
tabib2021	skin	keratinocyte	SLC2A1-AS1			-0.963
tabib2021	skin	keratinocyte	GLIS1			-1.495
tabib2021	skin	keratinocyte	TTC22			0.986
tabib2021	skin	keratinocyte	AL445205.1			-2.638
tabib2021	skin	keratinocyte	LINC01781			-3.264
tabib2021	skin	keratinocyte	TDRKH-AS1			-1.883
tabib2021	skin	keratinocyte	THEM5			1.495
tabib2021	skin	keratinocyte	TCHH			4.304
tabib2021	skin	keratinocyte	LCE1E			-4.345
tabib2021	skin	keratinocyte	SPRR2B			-5.655
tabib2021	skin	keratinocyte	SPRR2G			-4.006
tabib2021	skin	keratinocyte	PRR9			5.496
tabib2021	skin	keratinocyte	ATP8B2			-1.098
tabib2021	skin	keratinocyte	TAGLN2			0.527
tabib2021	skin	keratinocyte	SLAMF1			-1.556
tabib2021	skin	keratinocyte	RCSD1			-1.337
tabib2021	skin	keratinocyte	FMO1			1.513
tabib2021	skin	keratinocyte	B3GALT2			-2.968
tabib2021	skin	keratinocyte	FAM228B			-0.798
tabib2021	skin	keratinocyte	NRBP1			0.438
tabib2021	skin	keratinocyte	CYP26B1			0.830
tabib2021	skin	keratinocyte	ATOH8			-2.197
tabib2021	skin	keratinocyte	FER1L5			-2.042
tabib2021	skin	keratinocyte	IL1R2			-1.671
tabib2021	skin	keratinocyte	CACNB4			1.669
tabib2021	skin	keratinocyte	CYTIP			-3.461
tabib2021	skin	keratinocyte	STAT4			-2.486
tabib2021	skin	keratinocyte	TMBIM1			0.573
tabib2021	skin	keratinocyte	ITM2C			-1.562
tabib2021	skin	keratinocyte	BOK			0.652
tabib2021	skin	keratinocyte	ARPC4			0.705
tabib2021	skin	keratinocyte	SHISA5			0.538
tabib2021	skin	keratinocyte	GNAI2			0.382
tabib2021	skin	keratinocyte	AC006252.1			-4.015
tabib2021	skin	keratinocyte	SHQ1			0.667
tabib2021	skin	keratinocyte	HGD			-3.649
tabib2021	skin	keratinocyte	TF			-1.904
tabib2021	skin	keratinocyte	TIPARP-AS1			-0.786
tabib2021	skin	keratinocyte	PLD1			0.764
tabib2021	skin	keratinocyte	XXYLT1			0.651
tabib2021	skin	keratinocyte	BST1			-1.150
tabib2021	skin	keratinocyte	KCNIP4			-2.450
tabib2021	skin	keratinocyte	RASSF6			-0.823
tabib2021	skin	keratinocyte	PPBP			-9.049
tabib2021	skin	keratinocyte	ART3			-1.843
tabib2021	skin	keratinocyte	ARHGAP24			-1.140
tabib2021	skin	keratinocyte	AC106881.1			-2.865
tabib2021	skin	keratinocyte	MGST2			0.479
tabib2021	skin	keratinocyte	NKD2			1.530
tabib2021	skin	keratinocyte	LPCAT1			0.979
tabib2021	skin	keratinocyte	LINC01018			-2.787
tabib2021	skin	keratinocyte	OSMR	OSMR__cyto	M4	0.796
tabib2021	skin	keratinocyte	ISL1			0.767
tabib2021	skin	keratinocyte	PLK2			0.782
tabib2021	skin	keratinocyte	ZBED3-AS1			-1.783
tabib2021	skin	keratinocyte	LINC02240			-1.390
tabib2021	skin	keratinocyte	CCDC192			-2.480
tabib2021	skin	keratinocyte	PCDHB10			1.895
tabib2021	skin	keratinocyte	PDE6A			-2.113
tabib2021	skin	keratinocyte	DDX41			0.476
tabib2021	skin	keratinocyte	ECI2			-0.747
tabib2021	skin	keratinocyte	HIST1H1E			-2.234
tabib2021	skin	keratinocyte	HIST1H1D			-2.621
tabib2021	skin	keratinocyte	HIST1H1B			-2.500
tabib2021	skin	keratinocyte	HLA-A			0.582
tabib2021	skin	keratinocyte	PSORS1C2			3.182
tabib2021	skin	keratinocyte	LY6G6F-LY6G6D			4.146
tabib2021	skin	keratinocyte	RING1			0.303
tabib2021	skin	keratinocyte	ZBTB22			0.616
tabib2021	skin	keratinocyte	PNPLA1			1.092
tabib2021	skin	keratinocyte	MYMX			-2.475
tabib2021	skin	keratinocyte	ADGRB3			-2.116
tabib2021	skin	keratinocyte	ARHGAP18			-1.024
tabib2021	skin	keratinocyte	SGK1			0.880
tabib2021	skin	keratinocyte	AL590617.2			-1.073
tabib2021	skin	keratinocyte	TAGAP			-3.225
tabib2021	skin	keratinocyte	PRKN			-1.179
tabib2021	skin	keratinocyte	FAM20C			0.531
tabib2021	skin	keratinocyte	FSCN1			0.851
tabib2021	skin	keratinocyte	GLI3			0.521
tabib2021	skin	keratinocyte	ZNF138			-0.530
tabib2021	skin	keratinocyte	FGL2			-2.110
tabib2021	skin	keratinocyte	RAB9A			-0.542
tabib2021	skin	keratinocyte	PDK3			-1.089
tabib2021	skin	keratinocyte	UBA1			0.513
tabib2021	skin	keratinocyte	PLP2			0.376
tabib2021	skin	keratinocyte	OTUD6A			-2.359
tabib2021	skin	keratinocyte	P2RY10			-4.157
tabib2021	skin	keratinocyte	ARHGAP36			-2.404
tabib2021	skin	keratinocyte	LINC00632			-1.350
tabib2021	skin	keratinocyte	LZTS1			-1.506
tabib2021	skin	keratinocyte	DMTN			0.913
tabib2021	skin	keratinocyte	RHOBTB2			-0.852
tabib2021	skin	keratinocyte	NEFL			2.478
tabib2021	skin	keratinocyte	TTI2			0.371
tabib2021	skin	keratinocyte	AC022915.2			30.967
tabib2021	skin	keratinocyte	EFCAB1			-0.883
tabib2021	skin	keratinocyte	AC011632.1			-2.627
tabib2021	skin	keratinocyte	LAPTM4B			0.480
tabib2021	skin	keratinocyte	AZIN1-AS1			-0.995
tabib2021	skin	keratinocyte	FAM83A			1.112
tabib2021	skin	keratinocyte	RNF139			0.700
tabib2021	skin	keratinocyte	LINC00964			-1.358
tabib2021	skin	keratinocyte	GSDMC			1.157
tabib2021	skin	keratinocyte	IDNK			-0.769
tabib2021	skin	keratinocyte	ASPN			1.937
tabib2021	skin	keratinocyte	ERP44			0.249
tabib2021	skin	keratinocyte	ZNF883			1.951
tabib2021	skin	keratinocyte	C9orf43			-1.238
tabib2021	skin	keratinocyte	TTLL11			0.805
tabib2021	skin	keratinocyte	ENDOG			0.881
tabib2021	skin	keratinocyte	MED27			0.411
tabib2021	skin	keratinocyte	ABO			0.829
tabib2021	skin	keratinocyte	ENTR1			0.463
tabib2021	skin	keratinocyte	IFITM2	IFITM2__cyto	M1	1.457
tabib2021	skin	keratinocyte	IFITM1	IFITM1__cyto	M1	2.343
tabib2021	skin	keratinocyte	IFITM3	IFITM3__cyto	M1	0.845
tabib2021	skin	keratinocyte	IRF7	IRF7__cyto	ssc_tier1	0.536
tabib2021	skin	keratinocyte	SAA2			3.764
tabib2021	skin	keratinocyte	TP53I11			1.343
tabib2021	skin	keratinocyte	PACSIN3			0.609
tabib2021	skin	keratinocyte	TCN1			-3.893
tabib2021	skin	keratinocyte	FADS1			-3.267
tabib2021	skin	keratinocyte	PPP1R14B			0.577
tabib2021	skin	keratinocyte	HEPHL1			3.708
tabib2021	skin	keratinocyte	ZBTB16			-1.514
tabib2021	skin	keratinocyte	TRIM29			0.766
tabib2021	skin	keratinocyte	ATP5F1C			-0.405
tabib2021	skin	keratinocyte	SGMS1-AS1			-0.794
tabib2021	skin	keratinocyte	EGR2			0.731
tabib2021	skin	keratinocyte	MYOZ1			-1.539
tabib2021	skin	keratinocyte	ANKRD2			-1.327
tabib2021	skin	keratinocyte	PLEKHS1			3.799
tabib2021	skin	keratinocyte	MGMT			-0.600
tabib2021	skin	keratinocyte	AL162274.2			-0.901
tabib2021	skin	keratinocyte	PRR4			3.551
tabib2021	skin	keratinocyte	PFKM			-0.818
tabib2021	skin	keratinocyte	KRT80			1.011
tabib2021	skin	keratinocyte	KRT6C			4.726
tabib2021	skin	keratinocyte	ZNF385A			0.739
tabib2021	skin	keratinocyte	NOS1			-1.182
tabib2021	skin	keratinocyte	HSPB8			1.398
tabib2021	skin	keratinocyte	UBC			0.400
tabib2021	skin	keratinocyte	CRYL1			-1.075
tabib2021	skin	keratinocyte	ITM2B			0.225
tabib2021	skin	keratinocyte	ANKRD10			0.589
tabib2021	skin	keratinocyte	SOX1			-1.364
tabib2021	skin	keratinocyte	CCNB1IP1			-0.294
tabib2021	skin	keratinocyte	LTB4R2			0.900
tabib2021	skin	keratinocyte	LTB4R			1.092
tabib2021	skin	keratinocyte	RIPK3			0.837
tabib2021	skin	keratinocyte	SLC25A21			-1.622
tabib2021	skin	keratinocyte	AL138995.1			-1.931
tabib2021	skin	keratinocyte	AC005476.2			-0.791
tabib2021	skin	keratinocyte	SIPA1L1			-0.377
tabib2021	skin	keratinocyte	PTPN21			0.617
tabib2021	skin	keratinocyte	IFI27	IFI27__mito	M1	1.773
tabib2021	skin	keratinocyte	AL163051.1			-0.527
tabib2021	skin	keratinocyte	AMN			0.719
tabib2021	skin	keratinocyte	SPINT1			0.438
tabib2021	skin	keratinocyte	PLA2G4F			0.768
tabib2021	skin	keratinocyte	EPB42			30.967
tabib2021	skin	keratinocyte	TNFAIP8L3			1.348
tabib2021	skin	keratinocyte	LINC02568			-2.598
tabib2021	skin	keratinocyte	STARD5			0.850
tabib2021	skin	keratinocyte	CPEB1			-2.096
tabib2021	skin	keratinocyte	SNHG21			-0.636
tabib2021	skin	keratinocyte	RAB40C			0.404
tabib2021	skin	keratinocyte	PRSS22			1.712
tabib2021	skin	keratinocyte	ANKS3			-0.569
tabib2021	skin	keratinocyte	CARHSP1			0.363
tabib2021	skin	keratinocyte	AC109597.2			-1.720
tabib2021	skin	keratinocyte	C16orf54			-2.457
tabib2021	skin	keratinocyte	MVP			0.793
tabib2021	skin	keratinocyte	AC007608.3			-2.619
tabib2021	skin	keratinocyte	LINC02169			-4.606
tabib2021	skin	keratinocyte	AC018553.1			-0.807
tabib2021	skin	keratinocyte	AC009053.2			-1.420
tabib2021	skin	keratinocyte	AC092123.1			-2.196
tabib2021	skin	keratinocyte	DPEP1			-1.364
tabib2021	skin	keratinocyte	TP53			0.703
tabib2021	skin	keratinocyte	GIT1			0.334
tabib2021	skin	keratinocyte	RARA			0.709
tabib2021	skin	keratinocyte	TNS4			0.629
tabib2021	skin	keratinocyte	KRT27			3.408
tabib2021	skin	keratinocyte	KRT31			3.204
tabib2021	skin	keratinocyte	MYCBPAP			-2.583
tabib2021	skin	keratinocyte	USH1G			0.922
tabib2021	skin	keratinocyte	UBALD2			0.526
tabib2021	skin	keratinocyte	ARHGDIA			0.439
tabib2021	skin	keratinocyte	CSNK1D			0.383
tabib2021	skin	keratinocyte	MTCL1			1.183
tabib2021	skin	keratinocyte	SPIRE1			-1.414
tabib2021	skin	keratinocyte	C18orf21			-0.397
tabib2021	skin	keratinocyte	FHOD3			-1.262
tabib2021	skin	keratinocyte	CXXC1			0.447
tabib2021	skin	keratinocyte	CDC25B			1.314
tabib2021	skin	keratinocyte	KIZ			-0.574
tabib2021	skin	keratinocyte	GID8			0.306
tabib2021	skin	keratinocyte	PTK6			0.600
tabib2021	skin	keratinocyte	SHC2			1.311
tabib2021	skin	keratinocyte	CNN2			0.513
tabib2021	skin	keratinocyte	SH3GL1			0.622
tabib2021	skin	keratinocyte	C3			2.306
tabib2021	skin	keratinocyte	MYO1F			-0.765
tabib2021	skin	keratinocyte	RAB8A			0.426
tabib2021	skin	keratinocyte	IQCN			1.205
tabib2021	skin	keratinocyte	LSR			0.558
tabib2021	skin	keratinocyte	SERTAD1			0.592
tabib2021	skin	keratinocyte	INAFM1			0.416
tabib2021	skin	keratinocyte	MYADM			0.637
tabib2021	skin	keratinocyte	IGLC2			-12.196
tabib2021	skin	keratinocyte	IGLC3			-12.702
tabib2021	skin	keratinocyte	VPREB3			-1.938
tabib2021	skin	keratinocyte	GAL3ST1			-1.404
tabib2021	skin	keratinocyte	PNPLA3			-1.243
tabib2021	skin	keratinocyte	AP001347.1			-1.147
tabib2021	skin	keratinocyte	RBM11			-1.293
tabib2021	skin	keratinocyte	KRTAP13-2			33.853
tabib2021	skin	keratinocyte	KRTAP11-1			7.177
tabib2021	skin	keratinocyte	TMEM50B			0.416
tabib2021	skin	macrophage_dermal	ISG15	ISG15__cyto	M1	1.008
tabib2021	skin	macrophage_dermal	CEP104			-1.090
tabib2021	skin	macrophage_dermal	PLA2G2A			33.719
tabib2021	skin	macrophage_dermal	CLIC4			0.849
tabib2021	skin	macrophage_dermal	SH3BGRL3			0.644
tabib2021	skin	macrophage_dermal	CD52			0.724
tabib2021	skin	macrophage_dermal	IFI6	IFI6__cyto	M1	1.975
tabib2021	skin	macrophage_dermal	TOE1			0.528
tabib2021	skin	macrophage_dermal	RPL5			-0.442
tabib2021	skin	macrophage_dermal	DR1			0.619
tabib2021	skin	macrophage_dermal	DNTTIP2			-0.718
tabib2021	skin	macrophage_dermal	C1orf162			0.468
tabib2021	skin	macrophage_dermal	NBPF11			-1.176
tabib2021	skin	macrophage_dermal	FCGR1A			2.219
tabib2021	skin	macrophage_dermal	APH1A			0.390
tabib2021	skin	macrophage_dermal	S100A9			2.942
tabib2021	skin	macrophage_dermal	S100A8			3.250
tabib2021	skin	macrophage_dermal	GBA			2.821
