reaction_id	role	pmid	evidence_code	supporting_quote	provenance
ssc_M2_033	secondary	22328737	ECO:0000270	β-catenin is a central mediator of pro-fibrotic Wnt signaling in systemic sclerosis.	ai-discovery/2026-06-15
