species_id	log2fc	color
COL1A1__ext	0.868	#d7191c
COL3A1__ext	0.526	#d7191c
FN1__ecm	0.983	#d7191c
FOSL2__nuc	0.929	#d7191c
POSTN__ecm	0.833	#d7191c
TBX2__nuc	0.846	#d7191c
THBS1__ecm	1.075	#d7191c
