species_id	log2fc	color
COL1A1__ext	0.772	#d7191c
COL1A2__ext	0.462	#d7191c
COL3A1__ext	0.476	#d7191c
COL5A1__ext	0.299	#d7191c
COL5A2__ext	0.572	#d7191c
COMP__ecm	0.942	#d7191c
CTGF__ext	0.456	#d7191c
FKBP1A__cyto	0.267	#d7191c
IFI27__mito	0.417	#d7191c
IFI6__cyto	0.437	#d7191c
IFITM2__cyto	0.279	#d7191c
IFITM3__cyto	0.515	#d7191c
LOX__ecm	0.254	#d7191c
LTBP4__ext	-0.682	#2c7fb8
POSTN__ecm	0.902	#d7191c
STAT1__cyto	0.238	#d7191c
THBS1__ecm	0.565	#d7191c
TNC__ecm	0.643	#d7191c
