species_id	log2fc	color
COL5A2__ext	0.521	#d7191c
EGR1__cyto	0.984	#d7191c
IFI6__cyto	1.517	#d7191c
ISG15__cyto	1.562	#d7191c
LOXL2__ecm	1.445	#d7191c
