species_id	hgnc_symbol	uniprot	ensembl	chebi	compartment	module	taxonomy	notes
TGFB1_x_p_minus_TGFBR_x_ZFYVE9_x_SMAD2_slash_3__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:p_minus_TGFBR:ZFYVE9:SMAD2_slash_3
TGFB1_x_space_p_minus_TGFBR_x_space_I_minus_SMAD7__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:_space_p_minus_TGFBR:_space_I_minus_SMAD7
SMAD7__cyto	SMAD7				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7
BAMBI__cyto	BAMBI				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: BAMBI
TGFB1_x_space_TGFBR2_x_space_p_minus_TGFBR1_x_space_BAMBI_x_space_SMAD7__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:_space_TGFBR2:_space_p_minus_TGFBR1:_space_BAMBI:_space_SMAD7
SMURF2__cyto	SMURF2				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMURF2
SMAD7__nuc	SMAD7				nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7
SMURF2__nuc	SMURF2				nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMURF2
FKBP1A__cyto	FKBP1A				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: FKBP1A
ZFYVE9_minus_1__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: ZFYVE9_minus_1
STRAP__cyto	STRAP				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: STRAP
TGFB1_x_p_minus_TGFBR_x_STRAP__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:p_minus_TGFBR:STRAP
TGFB1_x_space_p_minus_TGFBR_x_space_STRAP_x_space_SMAD7__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:_space_p_minus_TGFBR:_space_STRAP:_space_SMAD7
Tight_space_Junction_space_Complex_x_TGFBR1_x_PARD6A_x_RHOA__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:TGFBR1:PARD6A:RHOA
Tight_space_Junction_space_Complex_x_PARD6A_x_RHOA__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:PARD6A:RHOA
Tight_space_Junction_space_Complex_x_TGFB1_x_TGFBR2_x_TGFBR1_x_PARD6A_x_RHOA__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:TGFB1:TGFBR2:TGFBR1:PARD6A:RHOA
Tight_space_Junction_space_Complex_x_TGFB1_x_TGFBR2_x_p_minus_TGFBR1_x_p_minus_PARD6A_x_RHOA__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:TGFB1:TGFBR2:p_minus_TGFBR1:p_minus_PARD6A:RHOA
Fibrillin_minus_1__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: Fibrillin_minus_1
Tight_space_Junction_space_Complex_x_TGFB1_x_TGFBR2_x_p_minus_TGFBR1_x_p_minus_PARD6A_x_RHOA_x_SMURF1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:TGFB1:TGFBR2:p_minus_TGFBR1:p_minus_PARD6A:RHOA:SMURF1
Tight_space_Junction_space_Complex_x_TGFB1_x_TGFBR2_x_p_minus_TGFBR1_x_p_minus_PARD6A_x_Ub_minus_RHOA_x_SMURF1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Tight_space_Junction_space_Complex:TGFB1:TGFBR2:p_minus_TGFBR1:p_minus_PARD6A:Ub_minus_RHOA:SMURF1
LTBP4__def	LTBP4				default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP4
GADD34_x_PP1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: GADD34:PP1
SMAD7_x_SMURF2__nuc					nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF2
TGFB1_x_TGFBR2_x_TGFBR1__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:TGFBR2:TGFBR1
SMAD7_x_SMURF2__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF2
TGFB1_x_p_minus_TGFBR_x_I_minus_SMAD7_x_GADD34_x_PP1_x_ZFYVE9__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:p_minus_TGFBR:I_minus_SMAD7:GADD34:PP1:ZFYVE9
SMAD7_x_SMURF1__nuc					nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF1
SMAD7_x_SMURF1_x_XPO1__nuc					nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF1:XPO1
SMAD7_x_SMURF1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF1
TGFB1_x_TGFBR2_x_p_minus_TGFBR1_x_SMAD7_x_SMURF_slash_NEDD4L__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:TGFBR2:p_minus_TGFBR1:SMAD7:SMURF_slash_NEDD4L
SMAD7_x_SMURF_slash_NEDD4L__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:SMURF_slash_NEDD4L
TGFB1_x_TGFBR2_x_Ub_minus_p_minus_TGFBR1_x_Ub_minus_SMAD7__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:TGFBR2:Ub_minus_p_minus_TGFBR1:Ub_minus_SMAD7
SMURF_slash_NEDD4L__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMURF_slash_NEDD4L
SMAD7_x_NEDD4L__nuc					nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:NEDD4L
SMAD7_x_NEDD4L__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD7:NEDD4L
NEDD4L__nuc	NEDD4L				nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: NEDD4L
Ub_minus_SMAD2__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Ub_minus_SMAD2
SMAD2_x_SMURF2__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD2:SMURF2
TGFB1_x_TGFBR2_x_Ub_minus_p_minus_TGFBR1_x_Ub_minus_SMAD7_x_UCHL5_slash_USP15__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:TGFBR2:Ub_minus_p_minus_TGFBR1:Ub_minus_SMAD7:UCHL5_slash_USP15
TGFB1_x_TGFBR2_x_p_minus_TGFBR1_x_Ub_minus_SMAD7__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:TGFBR2:p_minus_TGFBR1:Ub_minus_SMAD7
UCHL5_slash_USP15__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: UCHL5_slash_USP15
PMEPA1__cyto	PMEPA1				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: PMEPA1
TGFBR1_x_FKBP1A__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFBR1:FKBP1A
SMAD2_slash_3_x_PMEPA1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD2_slash_3:PMEPA1
p_minus_2S_minus_SMAD2_slash_3_x_PMEPA1__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: p_minus_2S_minus_SMAD2_slash_3:PMEPA1
PMEPA1__endo	PMEPA1				early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: PMEPA1
SMAD3_x_STUB1__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD3:STUB1
Ub_minus_SMAD3__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: Ub_minus_SMAD3
p_minus_2S_minus_SMAD2_slash_3_x_MTMR4__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: p_minus_2S_minus_SMAD2_slash_3:MTMR4
MTMR4__endo	MTMR4				early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: MTMR4
TGFB1_x_LAP1__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1:LAP1
TGFB3_x_LAP3__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB3:LAP3
LTBP1_LTBP3_x_TGFB_x_LAP__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP1,LTBP3:TGFB:LAP
LTBP4_x_TGFB1_x_LAP1__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP4:TGFB1:LAP1
TGFB_x_LAP__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB:LAP
LTBP1_space_LTBP3__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP1,_space_LTBP3
TGF_minus_beta_minus_3_x_LAP3_x_LAP3_minus_binding_space_integrins__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGF_minus_beta_minus_3:LAP3:LAP3_minus_binding_space_integrins
LTBPs__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBPs
LAP1_space_binding_minus_integrins__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: LAP1_space_binding_minus_integrins
LTBPs_x_Fibrillin_minus_1__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBPs:Fibrillin_minus_1
LTBP1_x_TGFB1_x_LAP1_x_LAP1_minus_binding_space_integrins__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP1:TGFB1:LAP1:LAP1_minus_binding_space_integrins
LAP3_minus_binding_space_integrins__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: LAP3_minus_binding_space_integrins
H2O__endo	H2O				early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: H2O
ADP__endo	ADP				early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: ADP
Pi__endo					early_space_endosome	M2	9606	imported from pilot_R-HSA-2173789; raw name: Pi
SMURF1__nuc	SMURF1				nucleoplasm	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMURF1
SMAD2__cyto	SMAD2				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMAD2
NEDD8_minus_K556_K567_minus_TGFBR2__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: NEDD8_minus_K556,K567_minus_TGFBR2
TGFBR2_x_CBL__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFBR2:CBL
NEDD8_minus_AcM_minus_UBE2M__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: NEDD8_minus_AcM_minus_UBE2M
AcM_minus_UBE2M__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: AcM_minus_UBE2M
TGF_minus_beta_minus_1_x_LAP1__golgi					Golgi_space_lumen	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGF_minus_beta_minus_1:LAP1
LTBP1_x_TGFB1_x_LAP1__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: LTBP1:TGFB1:LAP1
STUB1__cyto	STUB1				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: STUB1
SMURF1__cyto	SMURF1				cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: SMURF1
TGFBR3_1_minus_783_x_TGFB1_TGFB2__def					default	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFBR3(1_minus_783):TGFB1,TGFB2
TGFB1_TGFB2_x_TGFBR3_x_TGFBR2__cyto					cytosol	M2	9606	imported from pilot_R-HSA-2173789; raw name: TGFB1,TGFB2:TGFBR3:TGFBR2
IL6_x_IL6R__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:IL6R
IL6ST_minus_2__def					default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6ST_minus_2
IL6_x_IL6RA_x_IL6RB_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:IL6RA:IL6RB:JAKs
JAK1_space_JAK2_space_TYK2__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: JAK1,_space_JAK2,_space_(TYK2)
IL6R_minus_2__def					default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6R_minus_2
IL6_x_IL6R_minus_2_x_IL6ST_minus_2__def					default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:IL6R_minus_2:IL6ST_minus_2
IL6_x_IL6R_minus_2__def					default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:IL6R_minus_2
IL6ST_x_JAK1_space_JAK2_space_TYK2__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6ST:JAK1,_space_JAK2,_space_(TYK2)
IL6_x_sIL6R_x_IL6RB_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:sIL6R:IL6RB:JAKs
IL6_space_receptor_space_hexamer_x_Activated_space_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6_space_receptor_space_hexamer:Activated_space_JAKs
IL6_space_receptor_space_trimer_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6_space_receptor_space_trimer:JAKs
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_Tyrosine_space_phosphorylated_space_STAT1_STAT3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:Tyrosine_space_phosphorylated_space_STAT1,STAT3
p_minus_Y701_minus_STAT1_space_dimer_p_minus_Y705_minus_STAT3_space_dimer_p_minus_Y701_minus_STAT1_x_p_minus_Y705_minus_STAT3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: p_minus_Y701_minus_STAT1_space_dimer,p_minus_Y705_minus_STAT3_space_dimer,p_minus_Y701_minus_STAT1:p_minus_Y705_minus_STAT3
STAT1_space_STAT3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: STAT1,_space_STAT3
p_minus_Y701_minus_STAT1_space_p_minus_Y705_minus_STAT3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: p_minus_Y701_minus_STAT1,_space_p_minus_Y705_minus_STAT3
STAT1_slash_3_space_homo_space_and_space_heterodimers__nuc					nucleoplasm	M4	9606	imported from pilot_R-HSA-1059683; raw name: STAT1_slash_3_space_homo_space_and_space_heterodimers
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_STAT1_STAT3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:STAT1,STAT3
IL6_space_receptor_space_hexamer_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6_space_receptor_space_hexamer:JAKs
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_SOCS3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:SOCS3
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_PTPN11_x_CBL__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:PTPN11:CBL
IL6_x_Tyrosine_space_phosphorylated_space_hexameric_space_IL_minus_6_space_receptor_x_Activated_space_JAKs_x_p_minus_Y546_Y584_minus_PTPN11__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6:Tyrosine_space_phosphorylated_space_hexameric_space_IL_minus_6_space_receptor:Activated_space_JAKs:p_minus_Y546,Y584_minus_PTPN11
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_PTPN11__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:PTPN11
Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer_x_Activated_space_JAKs_x_Tyrosine_slash_serine_space_phosphorylated_space_STAT1_slash_3__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: Tyrosine_space_phosphorylated_space_IL6_space_receptor_space_hexamer:Activated_space_JAKs:Tyrosine_slash_serine_space_phosphorylated_space_STAT1_slash_3
IL6R__cyto	IL6R				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6R
IL11__def	IL11				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL11
IL6__def	IL6				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6
IL6ST__cyto	IL6ST				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6ST
IL31_x_IL31RA_x_JAK1_x_OSMR_x_JAK1__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL31:IL31RA:JAK1:OSMR:JAK1
OSMR__cyto	OSMR				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: OSMR
IL11RA_x_IL11__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL11RA:IL11
IL11RA__cyto	IL11RA				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL11RA
IL6RA_x_IL6_x_IL6RB_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6RA:IL6:IL6RB:JAKs
CRLF1__cyto	CRLF1				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CRLF1
CLCF1__def	CLCF1				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: CLCF1
LIFR__cyto	LIFR				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIFR
LIF__def	LIF				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIF
CTF1__def	CTF1				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: CTF1
CNTFR__cyto	CNTFR				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTFR
OSM__def	OSM				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: OSM
CNTF__def	CNTF				default	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTF
CRLF1_x_CLCF1__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CRLF1:CLCF1
CTF1_x_LIFR_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CTF1:LIFR:JAKs
CNTF_x_CNTFR_CRLF1_x_CLCF1_x_CNTFR_x_gp130_x_JAKs_x_LIFR_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTF:CNTFR,CRLF1:CLCF1:CNTFR:gp130:JAKs:LIFR:JAKs
LIF_OSM_space_receptor_space_complex_x_gp130__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIF,OSM_space_receptor_space_complex:gp130
OSM_x_OSMR_LIFR__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: OSM:OSMR,LIFR
CNTFR_x_CRLF1_x_CLCF1__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTFR:CRLF1:CLCF1
CNTF_x_CNTFR__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTF:CNTFR
LIFR_x_JAKs_OSMR_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIFR:JAKs,OSMR:JAKs
LIF_x_LIFR_x_JAKs__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIF:LIFR:JAKs
CNTF_x_CNTFR_CRLF1_x_CLCF1_x_CNTFR_x_IL6ST_x_JAK1_space_JAK2_space_TYK2__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTF:CNTFR,CRLF1:CLCF1:CNTFR:IL6ST:JAK1,_space_JAK2,_space_(TYK2)
CNTF_x_CNTFR_CRLF1_x_CLCF1_x_CNTFR__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: CNTF:CNTFR,CRLF1:CLCF1:CNTFR
LIF_OSM_CTF1_space_receptor_space_complex__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: LIF,OSM,CTF1_space_receptor_space_complex
JAKs_x_LIFR__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: JAKs:LIFR
JAKs_x_OSMR__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: JAKs:OSMR
SOCS3__cyto	SOCS3				cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: SOCS3
IL31_x_IL31RA_x_JAK1__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL31:IL31RA:JAK1
OSMR_x_JAK1__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: OSMR:JAK1
IL6R_x_IL6R_space_inhibitors__cyto					cytosol	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6R:IL6R_space_inhibitors
IL6R_space_inhibitors__def					default	M4	9606	imported from pilot_R-HSA-1059683; raw name: IL6R_space_inhibitors
